	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
2559	Macaca radiata								LC												
2560	Macaca siberu								VU												
2561	Macaca silenus				EN				EN												
2562	Macaca sinica								EN												
2563	Macaca sylvanus								EN												
2564	Macaca thibetana								NT												
2565	Macaca tonkeana								VU												
2566	Macroderma gigas								VU											VU	
2567	Macrogalidia musschenbroekii								VU							VU					
2568	Macroglossus minimus								LC												
2569	Macroglossus sobrinus								LC												
2570	Macrophyllum macrophyllum								LC							LC					
2571	Macropus agilis								LC								LC				
2572	Macropus antilopinus								LC								LC				
2573	Macropus bernardus								NT								NT				
2574	Macropus dorsalis								LC								LC				
2575	Macropus eugenii								LC								LC				
2576	Macropus fuliginosus								LC								LC				
2577	Macropus giganteus								LC								LC				
2578	Macropus irma								LC								LC				
2579	Macropus parma								NT											NT	
2580	Macropus parryi								LC								LC				
2581	Macropus robustus								LC											LC	
2582	Macropus rufogriseus								LC								LC				
2583	Macropus rufus								LC								LC				
2584	Macroscelides flavicaudatus															LC					
2585	Macroscelides micus															LC					
2586	Macroscelides proboscideus															LC					
2587	Macrotarsomys bastardi								LC								LC				
2588	Macrotarsomys ingens								EN								EN				
2589	Macrotarsomys petteri								DD								DD				
2590	Macrotis lagotis								VU								VU				
2591	Macrotus californicus								LC										LC		
2592	Macrotus waterhousii								LC										LC		
2593	Macruromys elegans								DD									DD			
2594	Macruromys major								LC								LC				
2595	Madoqua guentheri								LC								LC				
2596	Madoqua kirkii								LC								LC				
2597	Madoqua piacentinii								DD								DD				
2598	Madoqua saltiana							LC	LC								LC				
2599	Madromys blanfordi								LC								LC				
2600	Makalata didelphoides								LC								LC				
2601	Makalata macrura								LC								LC				
2602	Makalata obscura								DD								DD				
2603	Malacomys cansdalei				LC				LC									LC			
2604	Malacomys edwardsi				LC				LC								LC				
2605	Malacomys longipes				LC				LC								LC				
2606	Malacothrix typica				LC				LC								LC				
2607	Mallomys aroaensis								LC								LC				
2608	Mallomys gunung								EN								EN				
2609	Mallomys istapantap								LC								LC				
2610	Mallomys rothschildi								LC								LC				
2611	Mammelomys lanosus								LC								LC				
2612	Mammelomys rattoides								LC								LC				
2613	Mandrillus leucophaeus								EN												
2614	Mandrillus sphinx								VU											VU	
2615	Manis crassicaudata								NT						EN					EN	
2616	Manis culionensis								NT						EN					CR	
2617	Manis javanica								EN						CR					CR	
2618	Manis pentadactyla								EN						CR					CR	
2619	Margaretamys beccarii								VU											DD	
2620	Margaretamys christinae																		EN		EN
2621	Margaretamys elegans								NT									NT			
2622	Margaretamys parvus								DD									DD			
2623	Marmosa alstoni								LC			LC					LC				
2624	Marmosa andersoni								DD							DD					
2625	Marmosa constantiae								LC			LC					LC				
2626	Marmosa demerarae								LC			LC				LC					
2627	Marmosa lepida								LC								LC				
2628	Marmosa mexicana								LC				LC				LC				
2629	Marmosa murina								LC							LC					
2630	Marmosa paraguayana								LC			LC				LC					
2631	Marmosa phaea								VU			VU				VU					
2632	Marmosa quichua								LC							LC					
2633	Marmosa regina								LC			LC				LC					
2634	Marmosa robinsoni								LC				LC				LC				
2635	Marmosa rubra								DD							DD					
2636	Marmosa tyleriana								DD			DD					DD				
2637	Marmosa xerophila								VU			VU					VU				
2638	Marmosops bishopi								LC								LC				
2639	Marmosops caucae																	LC			
2640	Marmosops cracens								DD				DD				DD				
2641	Marmosops creightoni								DD								DD				
2642	Marmosops fuscatus								DD			DD					DD				
2643	Marmosops handleyi								CR								CR				
2644	Marmosops impavidus																LC				
2645	Marmosops incanus								LC							LC					
2646	Marmosops invictus								LC								LC				
2647	Marmosops juninensis								VU								VU				
2648	Marmosops neblina								LC								LC				
2649	Marmosops noctivagus								LC								LC				
2650	Marmosops ocellatus								LC								LC				
2651	Marmosops pakaraimae																VU				
2652	Marmosops parvidens								LC								LC				
2653	Marmosops paulensis								LC								LC				
2654	Marmosops pinheiroi								LC								LC				
2655	Marmota baibacina								LC								LC				
2656	Marmota bobak								LC								LC				
2657	Marmota broweri								LC								LC				
2658	Marmota caligata								LC								LC		LC		
2659	Marmota camtschatica								LC								LC				
2660	Marmota caudata								LC								LC	LC			
2661	Marmota flaviventris								LC								LC				
2662	Marmota himalayana								LC								LC				
2663	Marmota marmota								LC								LC				
2664	Marmota menzbieri								VU												
2665	Marmota monax								LC								LC				
2666	Marmota olympus								LC								LC				
2667	Marmota sibirica								EN								EN				
2668	Marmota vancouverensis								CR					CR				CR			
2669	Martes americana								LC								LC				
2670	Martes flavigula								LC								LC				
2671	Martes foina								LC								LC				
2672	Martes gwatkinsii								VU							VU					
2673	Martes martes								LC								LC				
2674	Martes melampus								LC							LC					
2675	Martes pennanti								LC								LC				
2676	Martes zibellina								LC								LC				
2677	Massoutiera mzabi				LC				LC								LC				
2678	Mastacomys fuscus								NT								NT				
2679	Mastomys awashensis				VU				VU								LC				
2680	Mastomys coucha				LC				LC								LC				
2681	Mastomys erythroleucus				LC				LC								LC				
2682	Mastomys huberti				LC				LC								LC				
2683	Mastomys kollmannspergeri				LC				LC								LC				
2684	Mastomys natalensis				LC				LC								LC				
2685	Mastomys pernanus		DD		DD				DD								DD				
2686	Mastomys shortridgei				LC				LC								LC				
2687	Maxomys alticola								LC								LC				
2688	Maxomys baeodon								DD									DD			
2689	Maxomys bartelsii								LC								LC				
2690	Maxomys dollmani								DD								DD				
2691	Maxomys hellwaldii								LC								LC				
2692	Maxomys hylomyoides								DD								DD				
2693	Maxomys inas								LC								LC				
2694	Maxomys inflatus								VU								VU				
2695	Maxomys moi								LC								LC				
2696	Maxomys musschenbroekii								LC								LC				
2697	Maxomys ochraceiventer								DD									DD			
2698	Maxomys pagensis								EN								VU				
2699	Maxomys panglima								LC								LC				
2700	Maxomys rajah								VU								VU				
2701	Maxomys surifer								LC								LC				
2702	Maxomys tajuddinii																LC				
2703	Maxomys wattsi								EN								EN				
2704	Maxomys whiteheadi								VU								VU				
2705	Mazama americana								DD								DD				
2706	Mazama bororo								VU								VU				
2707	Mazama bricenii								VU								VU				
2708	Mazama chunyi							VU	VU								VU				
2709	Mazama gouazoubira								LC								LC				
2710	Mazama nana								DD							VU					
2711	Mazama nemorivaga								LC								LC				
2712	Mazama pandora								VU								VU				
2713	Mazama rufina								VU								VU				
2714	Mazama temama								DD								DD				
2715	Megadendromus nikolausi				DD				DD											VU	
2716	Megaderma lyra								LC												
2717	Megaderma spasma								LC											LC	
2718	Megadontomys cryophilus								EN										EN		
2719	Megadontomys nelsoni								EN										EN		
2720	Megadontomys thomasi								EN											EN	
2721	Megaerops ecaudatus								LC												
2722	Megaerops kusnotoi								VU												
2723	Megaerops niphanae								LC												
2724	Megaerops wetmorei								VU												
2725	Megaloglossus azagnyi																LC				
2726	Megaloglossus woermanni																LC				LC
2727	Megaptera novaeangliae								EN										LC		
2728	Megasorex gigas								LC								LC				
2729	Melanomys caliginosus								LC								LC				
2730	Melanomys robustulus								LC								LC				
2731	Melasmothrix naso								DD									DD			
2732	Meles anakuma								LC								LC				
2733	Meles leucurus								LC								LC				
2734	Meles meles								LC								LC				
2735	Mellivora capensis								LC								LC				
2736	Melogale cucphuongensis																DD				
2737	Melogale everetti								DD							EN					
2738	Melogale moschata								LC								LC				
2739	Melogale orientalis								DD								LC				
2740	Melogale personata								DD								LC				
2741	Melomys aerosus								EN								EN				
2742	Melomys arcium								DD								DD				
2743	Melomys bannisteri								EN								EN				
2744	Melomys bougainville								DD								DD				
2745	Melomys burtoni								LC								LC				
2746	Melomys capensis								LC								LC				
2747	Melomys caurinus								EN								EN				
2748	Melomys cervinipes								LC								LC				
2749	Melomys cooperae								DD								DD				
2750	Melomys dollmani								LC								LC				
2751	Melomys fraterculus								CR											EN	
2752	Melomys frigicola								LC								LC				
2753	Melomys fulgens								DD								DD				
2754	Melomys howi								DD								DD				
2755	Melomys leucogaster								LC								LC				
2756	Melomys lutillus								LC								LC				
2757	Melomys matambuai								EN								EN				
2758	Melomys obiensis								LC								LC				
2759	Melomys paveli								DD								DD				
2760	Melomys rubicola								CR								EX				
2761	Melomys rufescens								LC								LC				
2762	Melomys talaudium								EN								EN				
2763	Melonycteris fardoulisi								LC												
2764	Melonycteris melanops								LC												
2765	Melonycteris woodfordi								LC									LC			
2766	Melursus ursinus								VU								VU				
2767	Menetes berdmorei								LC								LC				
2768	Mephitis macroura								LC								LC				
2769	Mephitis mephitis								LC								LC				
2770	Meriones arimalius								LC								LC				
2771	Meriones chengi								LC								LC				
2772	Meriones crassus				LC				LC								LC				
2773	Meriones dahli								EN												
2774	Meriones grandis								LC								LC				
2775	Meriones hurrianae								LC								LC				
2776	Meriones libycus				LC				LC								LC				
2777	Meriones meridianus								LC								LC				
2778	Meriones persicus								LC								LC				
2779	Meriones rex								LC								LC				
2780	Meriones sacramenti								VU												
2781	Meriones shawi				LC				LC								LC				
2782	Meriones tamariscinus								LC								LC				
2783	Meriones tristrami								LC								LC				
2784	Meriones unguiculatus								LC								LC				
2785	Meriones vinogradovi								LC								LC				
2786	Meriones zarudnyi								DD									DD			
2787	Mesechinus dauuricus								LC								LC				
2788	Mesechinus hughi								LC								LC				
2789	Mesembriomys gouldii								NT								VU				
2790	Mesembriomys macrurus								LC											NT	
2791	Mesocapromys angelcabrerai								EN												
2792	Mesocapromys auritus								EN											EN	
2793	Mesocricetus auratus								VU												
2794	Mesocricetus brandti								NT												
2795	Mesocricetus newtoni								NT												
2796	Mesocricetus raddei								LC								LC				
2797	Mesomys hispidus								LC								LC				
2798	Mesomys leniceps								DD								DD				
2799	Mesomys occultus								LC								LC				
2800	Mesomys stimulax								LC								LC				
2801	Mesophylla macconnelli								LC							LC					
2802	Mesoplodon bidens								DD												
2803	Mesoplodon bowdoini								DD												
2804	Mesoplodon carlhubbsi								DD												
2805	Mesoplodon densirostris								DD												
2806	Mesoplodon europaeus								DD												
2807	Mesoplodon ginkgodens								DD												
2808	Mesoplodon grayi								DD												
2809	Mesoplodon hectori								DD												
2810	Mesoplodon hotaula																		DD		
2811	Mesoplodon layardii								DD												
2812	Mesoplodon mirus								DD												
2813	Mesoplodon perrini								DD												
2814	Mesoplodon peruvianus								DD												
2815	Mesoplodon stejnegeri								DD												
2816	Mesoplodon traversii								DD												
2817	Metachirus nudicaudatus								LC			LC				LC					
2818	Micaelamys granti			LC	LC				LC								LC	LC			
2819	Micaelamys namaquensis				LC				LC								LC				
2820	Mico acariensis			LC					DD										LC		
2821	Mico argentatus			LC					LC										LC		
2822	Mico chrysoleucos			DD					DD							DD			LC		
2823	Mico emiliae			LC					DD										LC		
2824	Mico humeralifer			LC					DD												
2825	Mico intermedius			LC					LC										LC		
2826	Mico leucippe			DD					VU												
2827	Mico marcai			DD					DD										DD		
2828	Mico mauesi			LC					LC												
2829	Mico melanurus								LC												
2830	Mico nigriceps			DD					DD											NT	
2831	Mico rondoni								VU											VU	
2832	Mico saterei			DD					LC										LC		
2833	Microakodontomys transitorius								VU		EN								EN		
2834	Microcavia australis								LC								LC				
2835	Microcavia niata								LC								LC				
2836	Microcavia shiptoni								NT												
2837	Microcebus arnholdi														EN						
2838	Microcebus berthae								EN						EN						
2839	Microcebus bongolavensis								DD						EN						
2840	Microcebus danfossi								DD						EN						
2841	Microcebus gerpi														CR						
2842	Microcebus griseorufus								LC						LC						
2843	Microcebus jollyae								DD						EN						
2844	Microcebus lehilahytsara								DD						VU						
2845	Microcebus macarthurii														EN						
2846	Microcebus mamiratra								DD						CR						
2847	Microcebus margotmarshae														EN						
2848	Microcebus marohita														CR						
2849	Microcebus mittermeieri								DD						EN						
2850	Microcebus murinus								LC						LC						
2851	Microcebus myoxinus								DD						VU						
2852	Microcebus ravelobensis								EN						EN						
2853	Microcebus rufus														VU						
2854	Microcebus sambiranensis								EN						EN						
2855	Microcebus simmonsi								DD						EN						
2856	Microcebus tavaratra								EN						VU						
2857	Microdillus peeli				LC				LC											DD	
2858	Microdipodops megacephalus								LC								LC				
2859	Microdipodops pallidus								LC								LC				
2860	Microgale brevicaudata															LC	LC				
2861	Microgale cowani						LC		LC							LC	LC				
2862	Microgale dobsoni						LC		LC							LC	LC				
2863	Microgale drouhardi						LC		LC							LC	LC				
2864	Microgale dryas						VU		VU							VU	VU				
2865	Microgale fotsifotsy						LC		LC							LC	LC				
2866	Microgale gracilis						LC		LC							LC	LC				
2867	Microgale grandidieri															LC	LC				
2868	Microgale gymnorhyncha						LC		LC							LC	LC				
2869	Microgale jenkinsae						EN		EN							EN	EN				
2870	Microgale jobihely								EN								EN				
2871	Microgale longicaudata						LC		LC							LC	LC				
2872	Microgale majori						LC		LC							LC	LC				
2873	Microgale monticola						VU		VU							VU	VU				
2874	Microgale nasoloi						EN		VU							VU	VU				
2875	Microgale parvula						LC		LC							LC	LC				
2876	Microgale principula						LC		LC							LC	LC				
2877	Microgale pusilla						LC		LC							LC	LC				
2878	Microgale soricoides						LC		LC							LC	LC				
2879	Microgale taiva						LC		LC							LC	LC				
2880	Microgale talazaci						LC		LC							LC	LC				
2881	Microgale thomasi						LC		LC							LC	LC				
2882	Microhydromys argenteus																DD				
2883	Microhydromys richardsoni																DD				
2884	Micromys minutus								LC								LC			LC	
2885	Micronycteris brosseti								DD								DD				
2886	Micronycteris buriri																DD				
2887	Micronycteris giovanniae																DD				
2888	Micronycteris hirsuta								LC								LC				
2889	Micronycteris matses								DD							DD					
2890	Micronycteris megalotis								LC							LC					
2891	Micronycteris microtis								LC											LC	
2892	Micronycteris minuta								LC							LC					
2893	Micronycteris sanborni								DD										LC		
2894	Micronycteris schmidtorum								LC								LC				
2895	Micronycteris yatesi																	DD			
2896	Microperoryctes aplini								DD											VU	
2897	Microperoryctes longicauda																LC				
2898	Microperoryctes murina								DD											VU	
2899	Microperoryctes papuensis								LC								LC				
2900	Micropotamogale lamottei						EN		EN								NT		VU		
2901	Micropotamogale ruwenzorii						NT		NT								LC				
2902	Micropteropus intermedius				DD				DD												
2903	Micropteropus pusillus				LC				LC								LC				
2904	Microryzomys altissimus								LC								LC				
2905	Microryzomys minutus								LC								LC				
2906	Microsciurus alfari								LC								LC				
2907	Microsciurus flaviventer								DD											LC	
2908	Microsciurus mimulus								LC								LC				
2909	Microsciurus santanderensis								DD											DD	
2910	Microtus abbreviatus								LC								LC				
2911	Microtus agrestis								LC								LC				
2912	Microtus anatolicus								DD												
2913	Microtus arvalis								LC								LC				
2914	Microtus bavaricus		DD						CR											CR	
2915	Microtus brachycercus								LC								LC				
2916	Microtus breweri								VU												
2917	Microtus cabrerae								NT											NT	
2918	Microtus californicus								LC								LC				
2919	Microtus canicaudus								LC								LC				
2920	Microtus chrotorrhinus								LC								LC				
2921	Microtus clarkei								LC								LC				
2922	Microtus daghestanicus								LC								LC				
2923	Microtus dogramacii								LC									LC			
2924	Microtus duodecimcostatus								LC								LC				
2925	Microtus elbeyli																			DD	
2926	Microtus evoronensis								DD								DD				
2927	Microtus felteni								DD											LC	
2928	Microtus fortis								LC								LC				
2929	Microtus gerbei								LC								LC				
2930	Microtus gregalis								LC								LC				
2931	Microtus guatemalensis								NT												
2932	Microtus guentheri								LC								LC				
2933	Microtus hyperboreus								LC									LC			
2934	Microtus ilaeus								LC								LC				
2935	Microtus irani																			VU	
2936	Microtus kermanensis																DD				
2937	Microtus kikuchii								NT									LC			
2938	Microtus levis								LC								LC				
2939	Microtus liechtensteini								LC								LC				
2940	Microtus limnophilus								LC								LC				
2941	Microtus longicaudus								LC								LC				
2942	Microtus lusitanicus								LC								LC				
2943	Microtus majori								LC								LC				
2944	Microtus maximowiczii								LC								LC				
2945	Microtus mexicanus								LC								LC				
2946	Microtus middendorffii								LC								LC				
2947	Microtus miurus								LC								LC				
2948	Microtus mongolicus								LC								LC				
2949	Microtus montanus								LC								LC				
2950	Microtus montebelli								LC								LC				
2951	Microtus mujanensis								DD								DD				
2952	Microtus multiplex								LC								LC				
2953	Microtus nasarovi								DD								DD				
2954	Microtus oaxacensis								EN										EN		
2955	Microtus ochrogaster								LC								LC				
2956	Microtus oeconomus		LC						LC								LC				
2957	Microtus oregoni								LC								LC				
2958	Microtus paradoxus								LC								LC				
2959	Microtus pennsylvanicus								LC								LC				
2960	Microtus pinetorum								LC								LC				
2961	Microtus qazvinensis								DD								LC				
2962	Microtus quasiater								NT		NT									NT	
2963	Microtus richardsoni								LC								LC				
2964	Microtus sachalinensis								NT											LC	
2965	Microtus savii								LC								LC				
2966	Microtus schelkovnikovi								NT								LC				
2967	Microtus schidlovskii								LC								LC				
2968	Microtus socialis								LC								LC				
2969	Microtus subterraneus								LC								LC				
2970	Microtus tatricus								LC												
2971	Microtus thomasi								LC								LC				
2972	Microtus townsendii								LC								LC				
2973	Microtus transcaspicus								LC								LC				
2974	Microtus umbrosus								EN										EN		
2975	Microtus xanthognathus								LC								LC				
2976	Millardia gleadowi								LC								LC				
2977	Millardia kathleenae								LC								LC				
2978	Millardia kondana								CR											EN	
2979	Millardia meltada								LC								LC				
2980	Mimetillus moloneyi				LC				LC									LC			
2981	Mimon bennettii								LC											LC	
2982	Mimon cozumelae								LC							LC					
2983	Mindomys hammondi								EN											EN	
2984	Miniopterus aelleni																	LC			
2985	Miniopterus africanus				LC																
2986	Miniopterus ambohitrensis																	LC			
2987	Miniopterus australis								LC											LC	
2988	Miniopterus brachytragos																	LC			
2989	Miniopterus egeri																	LC			
2990	Miniopterus fraterculus				LC				LC									LC			
2991	Miniopterus fuscus								EN											EN	
2992	Miniopterus gleni																	LC			
2993	Miniopterus griffithsi																	DD			
2994	Miniopterus griveaudi								DD											DD	
2995	Miniopterus inflatus				LC				LC									LC			
2996	Miniopterus macrocneme								DD											LC	
2997	Miniopterus maghrebensis																	NT			
2998	Miniopterus magnater								LC											LC	
2999	Miniopterus mahafaliensis																	LC			
3000	Miniopterus majori								LC									LC			
3001	Miniopterus manavi																	LC			
3002	Miniopterus medius								LC											LC	
3003	Miniopterus minor				NT				DD											DD	
3004	Miniopterus natalensis				NT				LC									LC			
3005	Miniopterus newtoni								DD											DD	
3006	Miniopterus paululus								DD												
3007	Miniopterus petersoni																			DD	
3008	Miniopterus pusillus								LC												
3009	Miniopterus robustior								EN												
3010	Miniopterus schreibersii																			NT	
3011	Miniopterus shortridgei								DD								DD				
3012	Miniopterus sororculus								LC									LC			
3013	Miniopterus tristis								LC											LC	
3014	Miopithecus ogouensis								LC											NT	
3015	Miopithecus talapoin								LC											VU	
3016	Mirimiri acrodonta								CR											CR	
3017	Mirounga angustirostris								LC							LC					
3018	Mirounga leonina								LC							LC					
3019	Mirza coquereli								NT						EN						
3020	Mirza zaza								DD			VU			EN						
3021	Mirzamys louiseae																			LC	
3022	Mirzamys norahae																			DD	
3023	Mogera etigo								EN								EN				
3024	Mogera imaizumii								LC								LC				
3025	Mogera insularis								LC								LC				
3026	Mogera robusta								LC									LC			
3027	Mogera tokudae								NT								NT				
3028	Mogera uchidai								DD								VU				
3029	Mogera wogura								LC								LC				
3030	Molossops aequatorianus								VU								EN				
3031	Molossops mattogrossensis								LC											LC	
3032	Molossops neglectus								DD								DD				
3033	Molossops temminckii								LC							LC					
3034	Molossus alvarezi																DD				
3035	Molossus aztecus								LC											LC	
3036	Molossus bondae																	LC			
3037	Molossus coibensis																	LC			
3038	Molossus currentium																LC				
3039	Molossus molossus								LC							LC					
3040	Molossus pretiosus								LC											LC	
3041	Molossus rufus								LC							LC					
3042	Molossus sinaloae								LC								LC				
3043	Monachus monachus								CR					CR		EN				EN	
3044	Monodelphis adusta															LC					
3045	Monodelphis americana																LC				
3046	Monodelphis brevicaudata								LC							LC					
3047	Monodelphis dimidiata								LC			LC					LC				
3048	Monodelphis domestica								LC			LC					LC				
3049	Monodelphis emiliae								LC							LC					
3050	Monodelphis glirina																LC				
3051	Monodelphis handleyi											NT					DD				
3052	Monodelphis iheringi								DD								DD				
3053	Monodelphis kunsi								LC			LC				LC					
3054	Monodelphis osgoodi								LC							LC					
3055	Monodelphis palliolata								LC			LC					LC				
3056	Monodelphis peruviana																LC				
3057	Monodelphis reigi								VU			VU					VU				
3058	Monodelphis ronaldi								LC							LC					
3059	Monodelphis scalops																LC				
3060	Monodelphis unistriata								DD			EX	EX	EX	EX	EX	EX	EX	EX	EX	EX
3061	Monodon monoceros								NT				NT					LC			
3062	Monophyllus plethodon								LC										LC		
3063	Monophyllus redmani								LC										LC		
3064	Monticolomys koopmani								LC								LC				
3065	Mops bakarii																	DD			
3066	Mops brachypterus				LC				LC						LC			LC			
3067	Mops condylurus				LC				LC									LC			
3068	Mops congicus				NT				LC									LC			
3069	Mops demonstrator				NT				LC									LC			
3070	Mops leucostigma								LC						LC			LC			
3071	Mops midas				LC				LC						LC			LC			
3072	Mops mops								NT						NT						
3073	Mops nanulus				LC				LC									LC			
3074	Mops niangarae				DD				DD						DD					DD	
3075	Mops niveiventer				LC				LC									LC			
3076	Mops petersoni				VU				VU		NT										
3077	Mops sarasinorum								DD						DD		DD				
3078	Mops spurrelli				LC				LC									LC			
3079	Mops thersites				LC				LC									LC			
3080	Mops trevori				VU				DD						DD					DD	
3081	Mormoops blainvillei								LC								LC				
3082	Mormoops megalophylla								LC											LC	
3083	Mormopterus acetabulosus																	EN			
3084	Mormopterus beccarii								LC									LC			
3085	Mormopterus cobourgianus																	LC			
3086	Mormopterus doriae								DD								DD				
3087	Mormopterus eleryi																	NT			
3088	Mormopterus francoismoutoui																	LC			
3089	Mormopterus halli																	DD			
3090	Mormopterus jugularis								LC									LC			
3091	Mormopterus kalinowskii								LC											LC	
3092	Mormopterus kitcheneri																	LC			
3093	Mormopterus lumsdenae																	LC			LC
3094	Mormopterus minutus								VU							VU					
3095	Mormopterus norfolkensis								VU												
3096	Mormopterus phrudus								VU								VU				
3097	Mormopterus planiceps								LC												
3098	Mormopterus ridei																	LC			
3099	Moschiola indica								LC							LC					
3100	Moschiola kathygre								LC							LC					
3101	Moschiola meminna								LC							LC					
3102	Moschus anhuiensis								EN							EN					
3103	Moschus berezovskii								EN							EN					
3104	Moschus chrysogaster								EN								EN				
3105	Moschus cupreus								EN							EN					
3106	Moschus fuscus								EN							EN					
3107	Moschus leucogaster								EN							EN					
3108	Moschus moschiferus								VU							VU					
3109	Mosia nigrescens								LC												
3110	Mungos gambianus								LC								LC				
3111	Mungos mungo								LC								LC				
3112	Mungotictis decemlineata								VU							EN					
3113	Muntiacus atherodes								LC								NT				
3114	Muntiacus crinifrons								VU								VU				
3115	Muntiacus feae								DD								DD				
3116	Muntiacus gongshanensis								DD								DD				
3117	Muntiacus montanus								DD								DD				
3118	Muntiacus muntjak								LC								LC				
3119	Muntiacus puhoatensis								DD								DD				
3120	Muntiacus putaoensis								DD								DD				
3121	Muntiacus reevesi								LC								LC				
3122	Muntiacus rooseveltorum								DD								DD				
3123	Muntiacus truongsonensis								DD								DD				
3124	Muntiacus vaginalis								LC								LC				
3125	Muntiacus vuquangensis								EN								CR				
3126	Murexia habbema								LC								LC				
3127	Murexia longicaudata								LC								LC				
3128	Murexia melanurus								LC								LC				
3129	Murexia naso								LC								LC				
3130	Murexia rothschildi								VU								NT				
3131	Muriculus imberbis				EN				LC								LC				
3132	Murina aenea								VU												
3133	Murina aurata								LC												
3134	Murina balaensis																	CR			
3135	Murina beelzebub																			DD	
3136	Murina bicolor																	LC			
3137	Murina cyclotis								LC												
3138	Murina florium								LC												
3139	Murina fusca								DD												
3140	Murina gracilis																	LC			
3141	Murina harrisoni																LC				
3142	Murina hilgendorfi								LC											LC	
3143	Murina huttoni								LC											LC	
3144	Murina jaintiana																	DD			
3145	Murina leucogaster								DD								LC				
3146	Murina pluvialis																	DD			
3147	Murina puta								NT											LC	
3148	Murina recondita																	LC			
3149	Murina rozendaali								VU												
3150	Murina ryukyuana								EN											EN	
3151	Murina suilla								LC												
3152	Murina tubinaris																			DD	
3153	Murina ussuriensis																			LC	
3154	Mus baoulei				LC				LC								LC				
3155	Mus booduga								LC								LC				
3156	Mus bufo				LC				LC								LC				
3157	Mus callewaerti				DD				LC											DD	
3158	Mus caroli								LC								LC				
3159	Mus cervicolor								LC								LC				
3160	Mus cookii								LC								LC				
3161	Mus crociduroides								DD								DD				
3162	Mus cypriacus							LC	LC									LC			
3163	Mus famulus								EN											EN	
3164	Mus fernandoni								EN											EN	
3165	Mus fragilicauda								DD								LC				
3166	Mus goundae				DD				DD								DD				
3167	Mus haussa				LC				LC								LC				
3168	Mus indutus				LC				LC								LC				
3169	Mus macedonicus								LC								LC				
3170	Mus mahomet				LC				LC								LC				
3171	Mus mattheyi				LC				LC								LC				
3172	Mus mayori								VU												
3173	Mus minutoides				LC				LC								LC				
3174	Mus musculoides								LC								LC				
3175	Mus musculus								LC								LC				
3176	Mus neavei				DD				DD									DD			
3177	Mus oubanguii				DD				DD								DD				
3178	Mus pahari								LC								LC				
3179	Mus phillipsi								LC								LC				
3180	Mus platythrix								LC								LC				
3181	Mus saxicola								LC								LC				
3182	Mus setulosus				LC				LC								LC				
3183	Mus setzeri				LC				LC								LC				
3184	Mus shortridgei								LC								LC				
3185	Mus sorella				LC				LC								LC				
3186	Mus spicilegus								LC								LC				
3187	Mus spretus				LC				LC								LC				
3188	Mus tenellus				LC				LC								LC				
3189	Mus terricolor								LC								LC				
3190	Mus triton				LC				LC								LC				
3191	Mus vulcani								VU								LC				
3192	Muscardinus avellanarius								LC								LC				
3193	Musonycteris harrisoni								VU							VU					
3194	Musseromys anacuao																			DD	
3195	Musseromys beneficus																			DD	
3196	Musseromys gulantang																			DD	
3197	Musseromys inopinatus																			DD	
3198	Mustela africana								LC								LC				
3199	Mustela altaica								NT								NT				
3200	Mustela erminea								LC								LC				
3201	Mustela eversmanii								LC								LC				
3202	Mustela felipei								VU								VU				
3203	Mustela frenata								LC								LC				
3204	Mustela itatsi								LC								NT				
3205	Mustela kathiah								LC								LC				
3206	Mustela lutreola								EN			CR					CR				
3207	Mustela lutreolina								DD								LC				
3208	Mustela nigripes								EN							EN					
3209	Mustela nivalis																LC			LC	
3210	Mustela nudipes								LC							LC					
3211	Mustela putorius								LC								LC				
3212	Mustela russelliana																DD				
3213	Mustela sibirica								LC								LC				
3214	Mustela strigidorsa								LC								LC				
3215	Mustela subpalmata								LC								LC				
3216	Mustela tonkinensis																DD				
3217	Mydaus javanensis								LC							LC					
3218	Mydaus marchei								LC							LC					
3219	Mylomys dybowskii				LC				LC								LC				
3220	Mylomys rex				DD				DD									DD			
3221	Myocastor coypus								LC					LC			LC				
3222	Myodes andersoni								LC								LC				
3223	Myodes californicus								LC								LC				
3224	Myodes centralis								LC								LC				
3225	Myodes gapperi								LC								LC				
3226	Myodes glareolus								LC								LC				
3227	Myodes regulus								LC								LC				
3228	Myodes rex								LC								LC				
3229	Myodes rufocanus								LC								LC				
3230	Myodes rutilus								LC								LC				LC
3231	Myodes shanseius								LC								LC				
3232	Myodes smithii								LC								LC				
3233	Myoictis leucura								DD								DD				
3234	Myoictis melas								LC								LC				
3235	Myoictis wallacei								LC								LC				
3236	Myoictis wavicus								DD								DD				
3237	Myomimus personatus								DD									DD			
3238	Myomimus roachi								VU												
3239	Myomimus setzeri								DD											DD	
3240	Myomyscus angolensis				LC				LC								LC				
3241	Myomyscus brockmani				LC				LC								LC				
3242	Myomyscus verreauxii				LC				LC								LC	LC			
3243	Myomyscus yemeni								LC											DD	
3244	Myonycteris brachycephala				EN				EN								EN				
3245	Myonycteris leptodon																LC				
3246	Myonycteris relicta				VU				VU								LC				
3247	Myonycteris torquata																LC				
3248	Myoprocta acouchy								LC								LC				
3249	Myoprocta pratti								LC								LC				
3250	Myopterus daubentonii				NT				DD											DD	
3251	Myopterus whitleyi				LC				LC									LC			
3252	Myopus schisticolor		NT						LC								LC				
3253	Myosciurus pumilio				DD				LC								LC				
